"","Unique_ID","Date","Time_Start","Latitude","Longitude","Type_of_observation","Common_name","Scientific_name","Family","Genus","Species"
"19671",30507,"2017/11/20 00:00:00+00","1899/12/30 08:03:28+00",-37.876208,144.751568,"Frog Census","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"19672",30497,"2017/11/20 00:00:00+00","1899/12/30 22:25:05+00",-38.259187,145.184537,"Frog Census","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"19673",30498,"2017/11/20 00:00:00+00","1899/12/30 22:25:05+00",-38.259187,145.184537,"Frog Census","Whistling Tree Frog","Litoria verreauxii verreauxii","Hylidae","Litoria","verreauxii verreauxii"
"19674",30499,"2017/11/20 00:00:00+00","1899/12/30 22:25:05+00",-38.259187,145.184537,"Frog Census","Southern Toadlet","Pseudophryne semimarmorata","Myobatrachidae","Pseudophryne","semimarmorata"
"19675",30500,"2017/11/20 00:00:00+00","1899/12/30 07:06:43+00",-37.838462,145.108409,"Frog Census","Striped Marsh Frog","Limnodynastes peronii","Myobatrachidae","Limnodynastes","peronii"
"19676",30502,"2017/11/20 00:00:00+00","1899/12/30 21:35:19+00",-37.726192,145.286248,"Frog Census","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"19677",30503,"2017/11/20 00:00:00+00","1899/12/30 21:35:19+00",-37.726192,145.286248,"Frog Census","Eastern Dwarf Tree Frog","Litoria fallax","Hylidae","Litoria","fallax"
"19678",30504,"2017/11/20 00:00:00+00","1899/12/30 21:35:19+00",-37.726192,145.286248,"Frog Census","Peron's Tree Frog","Litoria peronii","Hylidae","Litoria","peronii"
"19679",30505,"2017/11/20 00:00:00+00","1899/12/30 21:35:19+00",-37.726192,145.286248,"Frog Census","Whistling Tree Frog","Litoria verreauxii verreauxii","Hylidae","Litoria","verreauxii verreauxii"
"19680",30508,"2017/11/20 00:00:00+00","1899/12/30 20:56:12+00",-37.74563,145.330284,"Frog Census","Whistling Tree Frog","Litoria verreauxii verreauxii","Hylidae","Litoria","verreauxii verreauxii"
"19681",30509,"2017/11/20 00:00:00+00","1899/12/30 20:57:35+00",-37.505903,145.075418,"Frog Census","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"19682",30510,"2017/11/20 00:00:00+00","1899/12/30 20:57:35+00",-37.505903,145.075418,"Frog Census","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"19683",30511,"2017/11/20 00:00:00+00","1899/12/30 20:57:35+00",-37.505903,145.075418,"Frog Census","Peron's Tree Frog","Litoria peronii","Hylidae","Litoria","peronii"
"19684",30512,"2017/11/20 00:00:00+00","1899/12/30 20:57:35+00",-37.505903,145.075418,"Frog Census","Whistling Tree Frog","Litoria verreauxii verreauxii","Hylidae","Litoria","verreauxii verreauxii"
"19685",30513,"2017/11/20 00:00:00+00","1899/12/30 21:15:23+00",-37.718824,145.198693,"Frog Census","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"19686",30514,"2017/11/20 00:00:00+00","1899/12/30 21:15:23+00",-37.718824,145.198693,"Frog Census","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"19687",30515,"2017/11/20 00:00:00+00","1899/12/30 21:15:23+00",-37.718824,145.198693,"Frog Census","Peron's Tree Frog","Litoria peronii","Hylidae","Litoria","peronii"
"19688",30516,"2017/11/20 00:00:00+00","1899/12/30 21:15:23+00",-37.718824,145.198693,"Frog Census","Whistling Tree Frog","Litoria verreauxii verreauxii","Hylidae","Litoria","verreauxii verreauxii"
"19689",30517,"2017/11/20 00:00:00+00","1899/12/30 21:24:54+00",-37.406946,144.974123,"Frog Census","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"19690",30518,"2017/11/20 00:00:00+00","1899/12/30 21:24:54+00",-37.406946,144.974123,"Frog Census","Striped Marsh Frog","Limnodynastes peronii","Myobatrachidae","Limnodynastes","peronii"
"19691",30519,"2017/11/20 00:00:00+00","1899/12/30 21:24:54+00",-37.406946,144.974123,"Frog Census","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"19692",30521,"2017/11/20 00:00:00+00","1899/12/30 20:38:19+00",-37.748475,144.926469,"Frog Census","Striped Marsh Frog","Limnodynastes peronii","Myobatrachidae","Limnodynastes","peronii"
"19693",30937,"2017/11/20 00:00:00+00","1899/12/30 23:53:23+00",-37.762716,144.952506,"Frog Census","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"19694",30938,"2017/11/21 00:00:00+00","1899/12/30 21:01:48+00",-38.138738,146.271177,"Frog Census","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"19695",30534,"2017/11/21 00:00:00+00","1899/12/30 10:42:04+00",-37.815289,144.875194,"Frog Census","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"19696",30533,"2017/11/21 00:00:00+00","1899/12/30 10:47:37+00",-37.815131,144.876042,"Frog Census","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"19698",30541,"2017/11/21 00:00:00+00","1899/12/30 21:58:39+00",-38.278583,145.009608,"Frog Census","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"19699",30529,"2017/11/21 00:00:00+00","1899/12/30 20:49:03+00",-37.779247,145.425573,"Frog Census","Striped Marsh Frog","Limnodynastes peronii","Myobatrachidae","Limnodynastes","peronii"
"19700",30535,"2017/11/21 00:00:00+00","1899/12/30 12:40:34+00",-37.679089,144.435222,"Frog Census","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"19701",30538,"2017/11/21 00:00:00+00","1899/12/30 22:19:52+00",-38.078098,145.831813,"Frog Census","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"19702",30539,"2017/11/21 00:00:00+00","1899/12/30 22:19:52+00",-38.078098,145.831813,"Frog Census","Whistling Tree Frog","Litoria verreauxii verreauxii","Hylidae","Litoria","verreauxii verreauxii"
"19703",30532,"2017/11/21 00:00:00+00","1899/12/30 10:55:11+00",-37.81608,144.876426,"Frog Census","Striped Marsh Frog","Limnodynastes peronii","Myobatrachidae","Limnodynastes","peronii"
"19704",30530,"2017/11/21 00:00:00+00","1899/12/30 09:47:11+00",-37.741379,145.06691,"Frog Census","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"19705",30537,"2017/11/21 00:00:00+00","1899/12/30 09:49:42+00",-37.871391,144.75549,"Frog Census","Growling Grass Frog","Litoria raniformis","Hylidae","Litoria","raniformis"
"19707",30543,"2017/11/22 00:00:00+00","1899/12/30 10:48:49+00",-37.76672,145.280629,"Frog Census","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"19708",30941,"2017/11/22 00:00:00+00","1899/12/30 20:56:22+00",-37.727485,145.202275,"Frog Census","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"19709",30942,"2017/11/22 00:00:00+00","1899/12/30 20:56:22+00",-37.727485,145.202275,"Frog Census","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"19710",30943,"2017/11/22 00:00:00+00","1899/12/30 20:56:22+00",-37.727485,145.202275,"Frog Census","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"19711",30944,"2017/11/22 00:00:00+00","1899/12/30 20:56:22+00",-37.727485,145.202275,"Frog Census","Peron's Tree Frog","Litoria peronii","Hylidae","Litoria","peronii"
"19712",30945,"2017/11/22 00:00:00+00","1899/12/30 20:56:22+00",-37.727485,145.202275,"Frog Census","Whistling Tree Frog","Litoria verreauxii verreauxii","Hylidae","Litoria","verreauxii verreauxii"
"19713",30946,"2017/11/22 00:00:00+00","1899/12/30 21:37:43+00",-37.635676,145.103133,"Frog Census","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"19714",30947,"2017/11/22 00:00:00+00","1899/12/30 21:37:43+00",-37.635676,145.103133,"Frog Census","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"19715",30948,"2017/11/22 00:00:00+00","1899/12/30 21:37:43+00",-37.635676,145.103133,"Frog Census","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"19716",30949,"2017/11/22 00:00:00+00","1899/12/30 21:37:43+00",-37.635676,145.103133,"Frog Census","Peron's Tree Frog","Litoria peronii","Hylidae","Litoria","peronii"
"19717",30950,"2017/11/22 00:00:00+00","1899/12/30 21:37:43+00",-37.635676,145.103133,"Frog Census","Whistling Tree Frog","Litoria verreauxii verreauxii","Hylidae","Litoria","verreauxii verreauxii"
"19718",31239,"2017/11/22 00:00:00+00","1899/12/30 09:49:33+00",-37.705563,144.332118,"Frog Census","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"19719",31240,"2017/11/22 00:00:00+00","1899/12/30 09:49:33+00",-37.705563,144.332118,"Frog Census","Growling Grass Frog","Litoria raniformis","Hylidae","Litoria","raniformis"
"19720",30961,"2017/11/23 00:00:00+00","1899/12/30 22:06:08+00",-38.191129,145.123056,"Frog Census","Peron's Tree Frog","Litoria peronii","Hylidae","Litoria","peronii"
"19721",30959,"2017/11/23 00:00:00+00","1899/12/30 18:35:14+00",-37.875599,145.286808,"Frog Census","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"19722",30962,"2017/11/23 00:00:00+00","1899/12/30 22:16:55+00",-38.365274,144.950064,"Frog Census","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"19723",30963,"2017/11/23 00:00:00+00","1899/12/30 22:16:55+00",-38.365274,144.950064,"Frog Census","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"19724",30964,"2017/11/23 00:00:00+00","1899/12/30 22:16:55+00",-38.365274,144.950064,"Frog Census","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"19725",30965,"2017/11/23 00:00:00+00","1899/12/30 22:16:55+00",-38.365274,144.950064,"Frog Census","Whistling Tree Frog","Litoria verreauxii verreauxii","Hylidae","Litoria","verreauxii verreauxii"
"19726",30969,"2017/11/23 00:00:00+00","1899/12/30 22:24:46+00",-38.365214,144.95002,"Frog Census","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"19727",30970,"2017/11/23 00:00:00+00","1899/12/30 22:24:46+00",-38.365214,144.95002,"Frog Census","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"19728",30971,"2017/11/23 00:00:00+00","1899/12/30 22:24:46+00",-38.365214,144.95002,"Frog Census","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"19729",30972,"2017/11/23 00:00:00+00","1899/12/30 22:24:46+00",-38.365214,144.95002,"Frog Census","Whistling Tree Frog","Litoria verreauxii verreauxii","Hylidae","Litoria","verreauxii verreauxii"
"19730",30956,"2017/11/23 00:00:00+00","1899/12/30 13:41:59+00",-37.810175,144.868476,"Frog Census","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"19731",30957,"2017/11/23 00:00:00+00","1899/12/30 15:54:48+00",-37.816206,145.380527,"Frog Census","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"19732",30952,"2017/11/23 00:00:00+00","1899/12/30 02:30:55+00",-38.467207,144.967227,"Frog Census","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"19733",30953,"2017/11/23 00:00:00+00","1899/12/30 02:30:55+00",-38.467207,144.967227,"Frog Census","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"19734",30954,"2017/11/23 00:00:00+00","1899/12/30 02:30:55+00",-38.467207,144.967227,"Frog Census","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"19735",30955,"2017/11/23 00:00:00+00","1899/12/30 02:30:55+00",-38.467207,144.967227,"Frog Census","Whistling Tree Frog","Litoria verreauxii verreauxii","Hylidae","Litoria","verreauxii verreauxii"
"19736",30966,"2017/11/23 00:00:00+00","1899/12/30 22:21:53+00",-37.698164,145.143492,"Frog Census","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"19737",30967,"2017/11/23 00:00:00+00","1899/12/30 22:21:53+00",-37.698164,145.143492,"Frog Census","Peron's Tree Frog","Litoria peronii","Hylidae","Litoria","peronii"
"19738",30968,"2017/11/23 00:00:00+00","1899/12/30 22:23:11+00",-37.66738,145.122158,"Frog Census","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"19739",30973,"2017/11/23 00:00:00+00","1899/12/30 22:28:18+00",-37.624878,145.104874,"Frog Census","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"19740",30974,"2017/11/23 00:00:00+00","1899/12/30 22:28:18+00",-37.624878,145.104874,"Frog Census","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"19741",30975,"2017/11/23 00:00:00+00","1899/12/30 22:28:18+00",-37.624878,145.104874,"Frog Census","Striped Marsh Frog","Limnodynastes peronii","Myobatrachidae","Limnodynastes","peronii"
"19742",30976,"2017/11/23 00:00:00+00","1899/12/30 22:28:18+00",-37.624878,145.104874,"Frog Census","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"19743",30977,"2017/11/23 00:00:00+00","1899/12/30 22:28:18+00",-37.624878,145.104874,"Frog Census","Peron's Tree Frog","Litoria peronii","Hylidae","Litoria","peronii"
"19744",30979,"2017/11/23 00:00:00+00","1899/12/30 22:53:58+00",-37.626778,145.112859,"Frog Census","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"19745",30980,"2017/11/23 00:00:00+00","1899/12/30 22:53:58+00",-37.626778,145.112859,"Frog Census","Peron's Tree Frog","Litoria peronii","Hylidae","Litoria","peronii"
"19746",30981,"2017/11/23 00:00:00+00","1899/12/30 22:53:58+00",-37.626778,145.112859,"Frog Census","Whistling Tree Frog","Litoria verreauxii verreauxii","Hylidae","Litoria","verreauxii verreauxii"
"19747",30986,"2017/11/24 00:00:00+00","1899/12/30 22:14:58+00",-37.615909,145.10249,"Frog Census","Striped Marsh Frog","Limnodynastes peronii","Myobatrachidae","Limnodynastes","peronii"
"19748",30987,"2017/11/24 00:00:00+00","1899/12/30 22:14:58+00",-37.615909,145.10249,"Frog Census","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"19749",30988,"2017/11/24 00:00:00+00","1899/12/30 22:14:58+00",-37.615909,145.10249,"Frog Census","Whistling Tree Frog","Litoria verreauxii verreauxii","Hylidae","Litoria","verreauxii verreauxii"
"19750",30982,"2017/11/24 00:00:00+00","1899/12/30 15:32:34+00",-37.816238,145.379419,"Frog Census","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"19751",30983,"2017/11/24 00:00:00+00","1899/12/30 20:37:50+00",-37.504381,145.261974,"Frog Census","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"19752",30990,"2017/11/25 00:00:00+00","1899/12/30 20:31:33+00",-37.786553,144.941272,"Frog Census","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"19753",30989,"2017/11/25 00:00:00+00","1899/12/30 06:11:50+00",-38.066282,145.447565,"Frog Census","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"19754",30991,"2017/11/25 00:00:00+00","1899/12/30 22:10:51+00",-37.748597,144.731978,"Frog Census","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"19755",30992,"2017/11/25 00:00:00+00","1899/12/30 22:18:17+00",-37.946623,145.49019,"Frog Census","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"19756",30993,"2017/11/25 00:00:00+00","1899/12/30 22:18:17+00",-37.946623,145.49019,"Frog Census","Striped Marsh Frog","Limnodynastes peronii","Myobatrachidae","Limnodynastes","peronii"
"19757",31019,"2017/11/26 00:00:00+00","1899/12/30 21:40:18+00",-37.76356,144.766749,"Frog Census","Striped Marsh Frog","Limnodynastes peronii","Myobatrachidae","Limnodynastes","peronii"
"19758",31011,"2017/11/26 00:00:00+00","1899/12/30 20:46:08+00",-37.806755,145.204886,"Frog Census","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"19759",31012,"2017/11/26 00:00:00+00","1899/12/30 20:46:08+00",-37.806755,145.204886,"Frog Census","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"19760",31013,"2017/11/26 00:00:00+00","1899/12/30 20:46:08+00",-37.806755,145.204886,"Frog Census","Peron's Tree Frog","Litoria peronii","Hylidae","Litoria","peronii"
"19761",31022,"2017/11/26 00:00:00+00","1899/12/30 23:24:38+00",-37.726126,145.285842,"Frog Census","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"19762",31023,"2017/11/26 00:00:00+00","1899/12/30 23:24:38+00",-37.726126,145.285842,"Frog Census","Peron's Tree Frog","Litoria peronii","Hylidae","Litoria","peronii"
"19763",30995,"2017/11/26 00:00:00+00","1899/12/30 08:40:22+00",-37.638248,145.243236,"Frog Census","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"19764",30996,"2017/11/26 00:00:00+00","1899/12/30 08:40:22+00",-37.638248,145.243236,"Frog Census","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"19765",31020,"2017/11/26 00:00:00+00","1899/12/30 21:49:09+00",-37.763574,144.76676,"Frog Census","Striped Marsh Frog","Limnodynastes peronii","Myobatrachidae","Limnodynastes","peronii"
"19766",31003,"2017/11/26 00:00:00+00","1899/12/30 14:40:42+00",-37.449225,144.546519,"Frog Census","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"19767",31008,"2017/11/26 00:00:00+00","1899/12/30 20:37:56+00",-37.806806,145.204825,"Frog Census","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"19768",31009,"2017/11/26 00:00:00+00","1899/12/30 20:37:56+00",-37.806806,145.204825,"Frog Census","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"19769",31010,"2017/11/26 00:00:00+00","1899/12/30 20:37:56+00",-37.806806,145.204825,"Frog Census","Peron's Tree Frog","Litoria peronii","Hylidae","Litoria","peronii"
"19770",31014,"2017/11/26 00:00:00+00","1899/12/30 20:58:55+00",-37.720162,145.238027,"Frog Census","Peron's Tree Frog","Litoria peronii","Hylidae","Litoria","peronii"
"19771",31015,"2017/11/26 00:00:00+00","1899/12/30 20:58:55+00",-37.720162,145.238027,"Frog Census","Whistling Tree Frog","Litoria verreauxii verreauxii","Hylidae","Litoria","verreauxii verreauxii"
"19772",31016,"2017/11/26 00:00:00+00","1899/12/30 21:00:01+00",-37.926612,145.510054,"Frog Census","Striped Marsh Frog","Limnodynastes peronii","Myobatrachidae","Limnodynastes","peronii"
"19773",31018,"2017/11/26 00:00:00+00","1899/12/30 21:09:10+00",-37.896175,145.344272,"Frog Census","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"19774",31021,"2017/11/26 00:00:00+00","1899/12/30 23:09:12+00",-37.838864,145.232479,"Frog Census","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"19775",31241,"2017/11/26 00:00:00+00","1899/12/30 21:08:29+00",-37.621181,145.464565,"Frog Census","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"19776",31242,"2017/11/26 00:00:00+00","1899/12/30 21:08:29+00",-37.621181,145.464565,"Frog Census","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"19777",31243,"2017/11/26 00:00:00+00","1899/12/30 21:08:29+00",-37.621181,145.464565,"Frog Census","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"19778",31244,"2017/11/26 00:00:00+00","1899/12/30 21:08:29+00",-37.621181,145.464565,"Frog Census","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"19779",31245,"2017/11/26 00:00:00+00","1899/12/30 21:08:29+00",-37.621181,145.464565,"Frog Census","Whistling Tree Frog","Litoria verreauxii verreauxii","Hylidae","Litoria","verreauxii verreauxii"
"19780",31024,"2017/11/27 00:00:00+00","1899/12/30 12:50:41+00",-37.957801,144.686937,"Frog Census","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"19781",31025,"2017/11/27 00:00:00+00","1899/12/30 12:50:41+00",-37.957801,144.686937,"Frog Census","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"19782",31026,"2017/11/27 00:00:00+00","1899/12/30 15:00:21+00",-38.377713,144.896795,"Frog Census","Striped Marsh Frog","Limnodynastes peronii","Myobatrachidae","Limnodynastes","peronii"
"19783",31027,"2017/11/27 00:00:00+00","1899/12/30 21:18:09+00",-37.56391,144.734097,"Frog Census","Striped Marsh Frog","Limnodynastes peronii","Myobatrachidae","Limnodynastes","peronii"
"19784",31028,"2017/11/27 00:00:00+00","1899/12/30 21:22:54+00",-38.168499,144.375713,"Frog Census","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"19785",31029,"2017/11/27 00:00:00+00","1899/12/30 21:37:09+00",-37.475715,145.04266,"Frog Census","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"19786",31030,"2017/11/27 00:00:00+00","1899/12/30 21:37:09+00",-37.475715,145.04266,"Frog Census","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"19787",31044,"2017/11/28 00:00:00+00","1899/12/30 21:43:10+00",-37.721795,144.912058,"Frog Census","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"19788",31043,"2017/11/28 00:00:00+00","1899/12/30 21:10:54+00",-37.674069,144.882774,"Frog Census","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"19789",31031,"2017/11/28 00:00:00+00","1899/12/30 00:03:34+00",-37.719977,145.525201,"Frog Census","Striped Marsh Frog","Limnodynastes peronii","Myobatrachidae","Limnodynastes","peronii"
"19790",31032,"2017/11/28 00:00:00+00","1899/12/30 00:03:34+00",-37.719977,145.525201,"Frog Census","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"19791",31247,"2017/11/28 00:00:00+00","1899/12/30 09:57:01+00",-37.957666,144.686594,"Frog Census","Growling Grass Frog","Litoria raniformis","Hylidae","Litoria","raniformis"
"19792",31038,"2017/11/28 00:00:00+00","1899/12/30 08:35:06+00",-37.92592,144.694834,"Frog Census","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"19793",31039,"2017/11/28 00:00:00+00","1899/12/30 08:35:06+00",-37.92592,144.694834,"Frog Census","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"19794",31041,"2017/11/28 00:00:00+00","1899/12/30 14:40:35+00",-37.751965,144.857669,"Frog Census","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"19795",31045,"2017/11/28 00:00:00+00","1899/12/30 22:41:40+00",-38.065737,145.594265,"Frog Census","Striped Marsh Frog","Limnodynastes peronii","Myobatrachidae","Limnodynastes","peronii"
"19796",31046,"2017/11/28 00:00:00+00","1899/12/30 22:41:40+00",-38.065737,145.594265,"Frog Census","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"19797",31033,"2017/11/28 00:00:00+00","1899/12/30 02:23:21+00",-38.059505,145.375112,"Frog Census","Striped Marsh Frog","Limnodynastes peronii","Myobatrachidae","Limnodynastes","peronii"
"19798",31034,"2017/11/28 00:00:00+00","1899/12/30 02:58:45+00",-38.0584,145.377665,"Frog Census","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"19799",31035,"2017/11/28 00:00:00+00","1899/12/30 02:58:45+00",-38.0584,145.377665,"Frog Census","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"19800",31036,"2017/11/28 00:00:00+00","1899/12/30 07:22:29+00",-37.832091,144.979375,"Frog Census","Striped Marsh Frog","Limnodynastes peronii","Myobatrachidae","Limnodynastes","peronii"
"19801",31040,"2017/11/28 00:00:00+00","1899/12/30 09:43:47+00",-37.957801,144.687367,"Frog Census","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"19802",31042,"2017/11/28 00:00:00+00","1899/12/30 21:07:26+00",-37.761103,145.367084,"Frog Census","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"19803",31246,"2017/11/28 00:00:00+00","1899/12/30 09:52:46+00",-37.957395,144.687023,"Frog Census","Growling Grass Frog","Litoria raniformis","Hylidae","Litoria","raniformis"
"19804",31051,"2017/11/29 00:00:00+00","1899/12/30 20:28:43+00",-37.81451,144.873052,"Frog Census","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"19805",31052,"2017/11/29 00:00:00+00","1899/12/30 20:50:31+00",-38.191476,145.12379,"Frog Census","Striped Marsh Frog","Limnodynastes peronii","Myobatrachidae","Limnodynastes","peronii"
"19806",31054,"2017/11/29 00:00:00+00","1899/12/30 23:52:02+00",-37.984214,145.306965,"Frog Census","Peron's Tree Frog","Litoria peronii","Hylidae","Litoria","peronii"
"19807",31055,"2017/11/29 00:00:00+00","1899/12/30 23:52:02+00",-37.984214,145.306965,"Frog Census","Whistling Tree Frog","Litoria verreauxii verreauxii","Hylidae","Litoria","verreauxii verreauxii"
"19808",31057,"2017/11/30 00:00:00+00","1899/12/30 07:08:42+00",-37.73671,144.876624,"Frog Census","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"19809",31058,"2017/11/30 00:00:00+00","1899/12/30 07:08:42+00",-37.73671,144.876624,"Frog Census","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"19810",31059,"2017/11/30 00:00:00+00","1899/12/30 22:25:25+00",-37.719877,145.238445,"Frog Census","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
